Year,City,Population,Average Wage,Number of Employees,65+ percentage,0-17 percentage
2012,פוריידיס,12.1,4871.633192,4349,4.012193113,39.48755973
2012,פסוטה,2.9,6329.956595,1294,9.515630368,27.58502233
2012,פקיעין (בוקייעה),5.4,6225.908682,2202,6.899724011,31.84912603
2012,פרדס חנה-כרכור,34.8,8675.502834,15587,10.04483532,30.50238547
2012,פרדסייה,5.5,10496.40129,3067,5.527179861,25.11856987
2012,קדומים,4.1,8002.668763,1590,4.243452958,46.38700291
2012,קדימה-צורן,18,11261.86598,8035,5.662583519,35.02783964
2012,קצרין,6.7,5826.946794,3405,11.62825279,28.22304833
2012,קריית ארבע,7.6,5229.078629,2728,6.848413012,43.86935335
2012,קריית טבעון,17.3,11258.05745,7002,16.79852168,25.69151701
2012,קריית יערים,3.6,5554.626217,993,2.485501243,47.08644021
2012,קריית עקרון,10.5,6880.285428,5149,9.699219494,27.68893965
2012,קרני שומרון,6.6,7409.543537,3185,5.312024353,34.39878234
2012,ראמה,7.3,5920.740872,2958,9.093410373,31.06342
2012,ראש פינה,2.8,8654.046536,1275,9.665828243,29.10528207
2012,ריינה,15.6,5087.06428,5139,4.480573513,38.35370927
2012,רכסים,9.7,4745.082976,2797,3.919546158,49.39659618
2012,רמת ישי,7.2,11174.5269,3559,6.737046812,29.32351716
2012,שבלי - אום אל-גנם,5.4,5360.582583,1999,4.567396955,43.31600446
2012,שגב-שלום,8.2,4792.661567,1863,1.648754275,56.91255496
2012,שוהם,19.4,13983.27208,9127,4.067342841,36.26628224
2012,שלומי,6.2,7108.395737,3038,9.341998375,30.93419984
2012,שעב,6.3,4827.253318,2160,4.011507112,39.49176922
2012,תל מונד,11,13179.35564,4924,5.426497278,36.86932849
2012,תל שבע,17,4907.21078,3117,1.583936878,58.73520579
2013,אום אל-פחם,50.6,5078,14914,3.6998241,43.08358203
2013,אופקים,25.1,5764,10857,9.12499003,33.68828268
2013,אור יהודה,35.5,7223,16495,10.24320216,28.74232956
2013,אור עקיבא,16.6,6594,8702,12.19202899,26.96859903
2013,אילת,48.1,7036,29659,7.723307021,26.48525135
2013,אלעד,42.6,5808,10686,1.097248655,60.61182773
2013,אריאל,18.1,7715,9553,10.22720991,23.37884902
2013,אשדוד,216.5,7474,95778,12.79334537,31.80623617
2013,אשקלון,123.5,6998,59582,14.27946679,26.92949351
2013,באקה אל-גרביה,27.1,5948,9457,4.365958075,41.64821376
2013,באר שבע,199.3,7621,92176,13.86818104,26.50927589
2013,בית שאן,17.3,6326,8688,8.584834617,31.50089787
2013,בית שמש,94.1,6310,26932,3.745123261,52.10749556
2013,ביתר עילית,44.9,4466,10267,0.80352572,63.7656643
2013,בני ברק,172.5,5330,49111,6.751311708,46.26431284
2013,בת ים,128.9,6594,64169,20.11003251,20.45378712
2013,גבעת שמואל,24.1,11603,10510,10.04401262,35.00249128
2013,גבעתיים,56.2,11301,26461,17.40593672,23.16458626
2013,דימונה,33.2,7913,15694,11.15463421,29.23044474
2013,הוד השרון,52.4,12132,24747,11.01893701,30.16381563
2013,הרצלייה,89.8,10745,42263,17.02537495,23.30286261
2013,חדרה,85.4,7668,43274,13.65621743,26.32528075
2013,חולון,186.4,8225,88131,15.75437636,25.32685261
2013,חיפה,273.2,9059,127674,19.38047493,22.29653302
2013,טבריה,42,5797,18884,11.79258765,29.62318979
2013,טייבה,39.6,5653,13542,4.82570338,40.91104426
2013,טירה,24,5748,9496,5.834650254,35.70656242
2013,טירת כרמל,18.7,6543,9159,12.90873206,24.75596095
2013,טמרה,31.1,5051,10761,4.154626597,39.17678032
2013,יבנה,36.5,8482,19571,8.721853942,28.6856955
2013,יהוד,28.2,10318,13860,12.03191489,28.40070922
2013,יקנעם עילית,20.8,9881,10351,8.59344894,33.75722543
2013,ירושלים,829.9,6859,260409,8.666490734,39.75282667
2013,כפר יונה,20.5,9698,9295,6.410006814,34.75128979
2013,כפר סבא,91.7,10784,46359,15.2415343,26.11057776
2013,כפר קאסם,21,5294,7571,3.455980224,42.88362807
2013,כרמיאל,44.7,7756,23057,14.7444929,25.05199597
2013,לוד,71.6,6533,31398,11.32994612,32.93877893
2013,מגדל העמק,24.8,6303,11932,12.20475615,30.10882709
2013,מודיעין עילית,60,4424,11936,0.732771542,63.10162209
2013,מודיעין-מכבים-רעות,85.4,12731,37733,5.119050406,39.52426662
2013,מעלה אדומים,37.1,8435,18490,7.159782433,34.96149496
2013,מעלות-תרשיחא,21.1,7276,10480,11.72962227,28.04600966
2013,נהרייה,53.4,8639,26997,15.14896009,26.32939854
2013,נס ציונה,44.8,11680,20409,9.962259095,32.70729583
2013,נצרת,74.4,5854,27919,7.207885642,34.89638664
2013,נצרת עילית,40.5,6660,21055,17.73356401,22.60751359
2013,נשר,23.3,8804,11731,14.38312106,22.25652901
2013,נתיבות,29.5,5810,11711,5.929763961,42.10437197
2013,נתניה,197,7696,92047,15.66012448,27.3025414
2013,סח'נין,28.1,5553,10523,4.307648564,38.62667046
2013,עכו,47.4,6259,22049,11.92269553,27.48908159
2013,עפולה,42.8,6835,21643,13.25227964,26.4250643
2013,ערד,24.2,7059,11160,15.40876606,27.47965465
2013,פתח תקווה,219.3,9180,109961,14.06775101,28.79212779
2013,צפת,32.9,5547,11167,9.221604207,40.00182365
2013,קלנסווה,20.6,5800,6809,3.356744975,44.28190845
2013,קריית אונו,35.5,12543,16410,13.55708097,29.93585776
2013,קריית אתא,53.4,7669,26084,13.89711117,25.19764697
2013,קריית ביאליק,38.6,8311,19478,17.65696665,22.28239745
2013,קריית גת,49.4,6044,24435,11.80296645,29.35038094
2013,קריית ים,38.7,6847,19063,19.47984799,19.92451074
2013,קריית מוצקין,39.2,8706,20621,18.7264199,21.95370654
2013,קריית מלאכי,21.3,5380,9996,8.64735658,31.99287589
2013,קריית שמונה,23.1,6670,11610,10.29246344,26.68945228
2013,ראש העין,41.5,8922,20093,7.271235917,30.68442257
2013,ראשון לציון,237.6,9263,122605,13.39931577,24.54773838
2013,רהט,58.7,4543,14232,1.985005964,54.28181973
2013,רחובות,125,9361,59369,13.7885237,29.59004064
2013,רמלה,69,6431,32267,10.30216995,30.61245184
2013,רמת גן,149.6,9838,68913,17.89376579,21.85782852
2013,רמת השרון,43.8,12707,19583,16.92932242,27.40210277
2013,רעננה,69.3,11483,32756,14.34795153,26.88690133
2013,שדרות,21.9,6365,10901,10.47027101,27.76381335
2013,שפרעם,38.7,5846,13962,5.811400677,35.76981688
2013,תל אביב-יפו,418.6,9879,217864,14.82835233,20.26350367
2013,אבו גוש,6.6,5886.394537,2508,4.924242424,37.72727273
2013,אבו סנאן,13,5698.779174,4456,5.427366807,36.07512457
2013,אבן יהודה,12.7,12587.2821,5790,10.76910966,32.23647957
2013,אורנית,7.6,11772.99104,3934,5.455022292,35.26094938
2013,אזור,11.8,8474.194576,5488,11.58783784,26.52871622
2013,אכסאל,13.1,5934.772141,4332,3.535700649,41.03092784
2013,אליכין,3.4,8117.048685,1597,8.769322235,33.73959572
2013,אלפי מנשה,7.6,10643.88363,3758,5.103521034,35.30265067
2013,אלקנה,3.9,10742.42572,1702,9.119090674,37.07052441
2013,אעבלין,12.3,5568.091118,4453,4.863147605,37.92766373
2013,אפרת,7.9,9407.601717,3631,4.752275025,41.45601618
2013,באר יעקב,17.5,9694.349611,7833,6.049882998,35.19205525
2013,בועיינה-נוג'ידאת,8.7,5187.906263,3140,3.189902467,41.51462995
2013,בוקעאתא,6.2,4790.775538,1997,5.380875203,36.17504052
2013,ביר אל-מכסור,8.3,5106.210262,2982,3.90596745,40.68716094
2013,בית אל,5.9,6845.753209,2233,3.136124767,50.56789286
2013,בית אריה,4.3,10185.43966,2164,4.46552522,36.23322536
2013,בית ג'ן,11.1,5806.548622,4415,5.733512786,33.5666218
2013,בית דגן,7.1,9233.155132,3092,9.702330806,30.72170739
2013,"בני עי""ש",6.9,7014.564353,3609,16.56087709,23.54298904
2013,בנימינה-גבעת עדה,14.3,12467.70661,5915,7.170393215,36.46877409
2013,"בסמ""ה",8.5,5462.982177,3128,3.534817957,43.61965359
2013,בסמת טבעון,7.2,5433.851217,2670,4.669909659,39.13829048
2013,בענה,7.7,4584.33544,2611,4.266701461,40.43580376
2013,גבעת זאב,14.3,8112.722758,6635,6.293121472,38.02355565
2013,ג'דיידה-מכר,19.6,5250.687588,6827,4.695171849,39.11108838
2013,גדרה,25.2,10231.34326,10187,9.117938553,37.74033697
2013,ג'ולס,6,6511.773067,2406,5.874476987,31.9665272
2013,ג'לג'וליה,9.1,4785.931394,2999,5.113261491,42.68748625
2013,גן יבנה,21.2,10154.55664,9803,5.60501154,36.1405492
2013,גני תקווה,15,12155.71192,7243,11.07025871,31.65987031
2013,ג'סר א-זרקא,13.4,4484.410908,5166,2.040360414,45.09643309
2013,ג'ש (גוש חלב),3,7360.074869,1339,10.69518717,30.51470588
2013,ג'ת,10.7,6770.721487,4229,4.874404706,38.23886451
2013,דאלית אל-כרמל,16.2,6403.48017,6455,5.69300837,31.0745938
2013,דבורייה,9.6,5945.511574,3348,5.611977803,39.23149408
2013,דייר אל-אסד,11.3,5729.455987,4173,4.211271344,40.92718747
2013,דייר חנא,9.5,5447.735905,3766,5.143816922,37.01448667
2013,הר אדר,3.8,14027.73109,1798,8.437583178,36.225712
2013,זכרון יעקב,21.4,12315.62488,9218,8.669279582,34.72377753
2013,זמר,6.3,6064.920734,2356,5.344361381,38.3171624
2013,זרזיר,7.1,5156.270538,2467,3.48392579,42.06203087
2013,חורה,18.3,5460.854715,2962,1.806140879,58.65032018
2013,חורפיש,5.9,6654.467008,2248,5.056179775,35.81886279
2013,חצור הגלילית,8.9,6073.439399,4157,9.545813141,32.84120365
2013,חריש,1,8672.23926,1382,3.896103896,45.85414585
2013,טובא-זנגרייה,6,4961.958654,2467,3.168021231,39.26024216
2013,טורעאן,12.8,5258.813751,4413,4.505066251,40.47544817
2013,יאנוח-ג'ת,6.1,6478.590899,2324,4.021667761,37.4425476
2013,יבנאל,4,5810.514169,1288,9.679821296,41.92107223
2013,יסוד המעלה,1.6,,,11.72161172,32.23443223
2013,יפיע,17.7,5481.703991,6372,4.899852891,38.06155935
2013,ירוחם,8.8,7129.748451,3928,8.752285192,35.26051188
2013,ירכא,15.8,5801.767476,4449,5.295457421,37.71985322
2013,כאבול,12.8,5567.558401,3837,3.952507421,39.61099828
2013,כאוכב אבו אל-היג'א,3.2,6234.362086,1339,5.764966741,37.75736459
2013,כוכב יאיר,9.2,13402.53493,4953,7.194088242,27.90697674
2013,כסיפה,18.1,5089.851125,3377,2.024939307,54.94923858
2013,כסרא-סמיע,7.9,6552.195509,2843,3.711235384,40.44229792
2013,כעביה-טבאש-חג'אג'רה,4.8,5321.239539,1872,3.590928181,42.18815624
2013,כפר ברא,3.2,5797.065758,1119,3.000937793,46.57705533
2013,כפר ורדים,5.6,12901.9028,2807,9.84740951,29.15188077
2013,כפר יאסיף,9.3,6008.570556,3998,6.938599331,31.63914967
2013,כפר כמא,3.1,7055.03783,1401,9.207571383,28.80975297
2013,כפר כנא,20.5,4865.550796,6787,3.928641061,41.83076623
2013,כפר מנדא,17.7,4555.752961,5628,3.03714576,44.45071695
2013,כפר קרע,17.1,6454.395704,7068,4.352138148,37.86826906
2013,כפר שמריהו,1.8,,,21.40077821,25.34741523
2013,כפר תבור,3.4,11045.12117,1848,6.911764706,32.47058824
2013,להבים,6.3,14824.41206,3202,8.436803566,29.65616046
2013,לקיה,10.8,5205.670183,2939,2.300443459,53.27050998
2013,מבשרת ציון,24.6,11159.6218,11855,11.66896664,28.07046026
2013,מגאר,21.1,5458.93479,6612,4.469273743,35.96250355
2013,מג'ד אל-כרום,14.2,5023.090057,5317,4.266966103,40.92918801
2013,מגדל,1.8,,,8.133704735,31.64345404
2013,מג'דל שמס,10.3,4396.722581,3638,6.141199226,34.15860735
2013,מזכרת בתיה,11.2,11864.53255,5963,6.453919728,34.45070171
2013,מזרעה,3.5,5565.605053,1646,5.835917677,28.95404567
2013,מטולה,1.6,,,10.74168798,21.80306905
2013,מיתר,6.9,13695.21052,3884,8.477259643,33.76511226
2013,מסעדה,3.4,4489.177356,1263,5.244444444,37.3037037
2013,מעיליא,3.1,7978.335718,1363,15.59398015,28.40217739
2013,מעלה אפרים,1.1,,,8.378870674,25.95628415
2013,מעלה עירון,13.7,5324.648641,4341,3.852915324,41.91327278
2013,מצפה רמון,5,6357.145636,2108,7.201440288,35.36707341
2013,משהד,7.6,5126.682106,2580,4.055833553,41.24308665
2013,נחף,11.7,5044.828433,3979,3.480119709,43.15519453
2013,סאג'ור,3.9,5885.656397,1493,3.804209992,35.86101953
2013,סביון,3.5,16374.4135,1683,17.93023926,27.29893341
2013,ע'ג'ר,2.4,6326.761272,828,2.583650995,40.87251165
2013,עומר,7.3,14712.52935,3736,17.79183281,28.14519456
2013,עיילבון,5.3,6612.220707,2273,6.888138138,32.39489489
2013,עילוט,7.3,5164.504486,2229,3.428414701,42.33406473
2013,עין מאהל,12.1,4663.263273,4012,3.663489432,40.47244094
2013,עין קנייא,1.9,,,4.968287526,36.25792812
2013,עמנואל,3.1,4381.679878,984,3.563402889,51.36436597
2013,עספיא,11.6,6915.122141,4634,7.019821691,31.52427941
2013,עראבה,23,5594.396265,7573,3.711259658,43.01154614
2013,ערערה,23.3,5913.45824,6665,5.194582548,40.19372536
2013,ערערה-בנגב,14.8,5617.912214,2882,1.608325449,58.19029599
2013,פוריידיס,11.9,5194.828514,4582,4.052915403,39.00404449
2013,פסוטה,3,6712.106379,1356,9.649122807,27.4291498
2013,פקיעין (בוקייעה),5.5,6614.097936,2277,7.090776522,30.89682829
2013,פרדס חנה-כרכור,35.8,8926.997624,16832,10.38463689,31.03650696
2013,פרדסייה,5.5,10736.39269,3146,6.334675943,24.56975467
2013,קדומים,4.2,8322.910109,1652,4.815524677,46.11883086
2013,קדימה-צורן,18.6,11425.78683,8758,5.954682131,34.77770619
2013,קצרין,6.7,5914.670499,3501,11.95071259,28.20665083
2013,קריית ארבע,7.2,5436.645451,2887,7.270443762,42.85514932
2013,קריית טבעון,17.5,11252.99728,7470,17.07107703,25.71820991
2013,קריית יערים,3.7,5598.253346,1071,2.620205294,46.40734738
2013,קריית עקרון,10.7,7150.097601,5169,9.955215525,27.88766561
2013,קרני שומרון,6.6,7883.407387,3251,5.777439024,34.28353659
2013,ראמה,7.3,6289.727645,3191,9.481461212,30.55137502
2013,ראש פינה,2.8,8668.23576,1346,10.68541301,28.71704745
2013,ריינה,17.8,5343.819281,5444,4.487865308,38.09336111
2013,רכסים,10.1,4806.733871,2976,3.925066905,49.65804341
2013,רמת ישי,7.3,11318.65347,3752,7.784431138,29.12357104
2013,שבלי - אום אל-גנם,5.5,5656.021586,2104,4.588665448,42.19378428
2013,שגב-שלום,8.5,4897.935061,1939,1.565258326,56.39637519
2013,שוהם,19.6,14129.41648,9606,4.40120218,35.17905354
2013,שלומי,6.2,7371.308802,3149,9.350314364,30.9044011
2013,שעב,6.4,4948.343308,2264,4.168625607,38.75568093
2013,תל מונד,11.4,13314.23038,5185,5.703255243,36.75528648
2013,תל שבע,17.5,5058.145382,3371,1.63158195,58.26915397
2014,אום אל-פחם,51.4,5165,15925,3.6,42.3
2014,אופקים,25.3,5945,11137,9.1,33.5
2014,אור יהודה,35.9,7445,16625,10.6,28.6
2014,אור עקיבא,16.8,6770,8892,12.7,27
2014,אילת,48.9,7251,30029,8.2,26.2
2014,אלעד,43.6,5842,11288,1.2,60.7
2014,אריאל,18.4,7978,9706,10.5,23.3
2014,אשדוד,218,7638,96929,13.2,31.6
2014,אשקלון,126.8,7222,61454,14.4,27
2014,באקה אל-גרביה,27.5,6064,9970,4.6,40.9
2014,באר שבע,201.1,7790,93331,14.1,26.5
2014,בית שאן,17.3,6521,8781,8.9,31.4
2014,בית שמש,98.1,6364,28718,3.8,52
2014,ביתר עילית,46.9,4558,11102,0.8,63
2014,בני ברק,178.3,5418,51202,6.8,46.6
2014,בת ים,128.5,6774,63966,20.5,20.7
2014,גבעת שמואל,24.7,11850,10854,10.3,35.3
2014,גבעתיים,56.8,11675,27028,17.2,23.6
2014,דימונה,33.2,7856,15843,11.4,29.2
2014,הוד השרון,54.1,12573,26337,11.8,29.9
2014,הרצלייה,90.7,11022,43196,17.5,23.7
2014,חדרה,86.8,7888,44215,14.1,26.6
2014,חולון,187.3,8459,89129,16,25.6
2014,חיפה,277.1,9262,127992,19.6,22.6
2014,טבריה,42.3,5893,18938,12.1,29.9
2014,טייבה,40.2,5793,14391,4.9,40.5
2014,טירה,24.4,5967,9966,5.8,35.2
2014,טירת כרמל,18.9,6758,9494,13.2,24.7
2014,טמרה,31.7,5186,11302,4.3,38.6
2014,יבנה,39.7,8788,20894,8.8,29.7
2014,יהוד,28.5,10612,14213,12.7,28.4
2014,יקנעם עילית,21.1,10236,10553,8.9,33.4
2014,ירושלים,849.8,6979,267298,8.7,39.6
2014,כפר יונה,21.2,9901,9595,6.9,34.7
2014,כפר סבא,94.2,11125,47980,16,26.7
2014,כפר קאסם,21.4,5452,7880,3.5,42.1
2014,כרמיאל,44.6,7951,23050,15.4,24.9
2014,לוד,72.2,6697,31647,11.6,33.2
2014,מגדל העמק,24.8,6459,12004,12.6,30.1
2014,מודיעין עילית,63.2,4317,11915,0.8,64
2014,מודיעין-מכבים-רעות,87,13116,39129,5.5,39
2014,מעלה אדומים,37.4,8642,18722,7.8,34.3
2014,מעלות-תרשיחא,21.2,7481,10559,12.1,28.1
2014,נהרייה,53.9,8820,27430,15.6,26.4
2014,נס ציונה,45.8,12055,21057,10.6,32.7
2014,נצרת,74.6,5984,29041,7.3,34.3
2014,נצרת עילית,40.3,6833,21037,18.2,22.7
2014,נשר,23.5,8988,11678,15.1,22.2
2014,נתיבות,30.3,5925,12259,6,41.7
2014,נתניה,202.4,7919,93709,16.2,27.3
2014,סח'נין,28.6,5821,10958,4.3,38.3
2014,עכו,47.5,6432,22366,12.2,27.6
2014,עפולה,43.8,7001,22195,13.5,26.6
2014,ערד,24.2,6988,10983,15.5,28.1
2014,פתח תקווה,225.4,9450,112891,14.5,29.2
2014,צפת,32.9,5576,11348,9.3,40.1
2014,קלנסווה,21,5893,7347,3.4,43.5
2014,קריית אונו,36.6,12998,16948,13.6,30.5
2014,קריית אתא,54.3,7879,26718,14.3,25.3
2014,קריית ביאליק,39,8500,19399,18.1,22.8
2014,קריית גת,50.6,6171,25159,12,29.9
2014,קריית ים,38.9,7014,19000,20,20.1
2014,קריית מוצקין,39.6,8957,20797,19.3,22.3
2014,קריית מלאכי,21.3,5637,10006,8.7,32.1
2014,קריית שמונה,23.1,6793,11630,10.6,26.3
2014,ראש העין,42.2,9214,20845,7.4,30.1
2014,ראשון לציון,240.7,9486,124569,14.2,24.5
2014,רהט,60.4,4671,15224,2,53.6
2014,רחובות,128.9,9652,61246,14,29.9
2014,רמלה,72.3,6626,32965,10.4,30.2
2014,רמת גן,150.9,10172,70083,17.9,22.1
2014,רמת השרון,44.1,13102,19937,17.3,27.7
2014,רעננה,70.2,11741,33074,15.3,26.6
2014,שדרות,22.5,6586,11214,10.4,27.9
2014,שפרעם,39.2,5956,14572,6,34.9
2014,תל אביב-יפו,426.1,10280,221478,14.9,20.5
2014,אבו גוש,6.8,6028.48991,2676,5,37.3
2014,אבו סנאן,13.2,5843.201193,4680,5.6,35.3
2014,אבן יהודה,13,12917.56527,5914,11.4,32.7
2014,אורנית,8.1,12112.60863,4138,5.7,35.9
2014,אזור,12,8707.927072,5662,12.9,26.5
2014,אכסאל,13.4,6067.275641,4589,3.6,39.9
2014,אליכין,3.4,8264.34557,1648,8.7,32.7
2014,אלפי מנשה,7.6,11006.64979,3772,6,35
2014,אלקנה,3.9,10686.00236,1765,10,36.9
2014,אעבלין,12.5,5782.922181,4624,4.9,37.2
2014,אפרת,8.1,9481.928961,3755,5.2,41.1
